Country,Region,Oil Gas,Production source,Upstream Downstream,Reason,Abatement technology,Emissions,Possible Savings,Cost
Japan,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,0.03999999910593033,0.03999999910593033,-3.9700000286102295
China,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,3.0399999618530273,2.5899999141693115,-3.940000057220459
China,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,2.430000066757202,2.069999933242798,-3.940000057220459
Japan,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,0.009999999776482582,0.009999999776482582,-3.880000114440918
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,8.5600004196167,8.5600004196167,-3.869999885559082
Thailand,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,16.059999465942383,16.059999465942383,-3.869999885559082
Brunei,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,0.8799999952316284,0.8799999952316284,-3.869999885559082
Vietnam,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,4.210000038146973,4.210000038146973,-3.869999885559082
Malaysia,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,12.220000267028809,12.220000267028809,-3.869999885559082
Philippines,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,1.840000033378601,1.840000033378601,-3.869999885559082
Other,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,4.630000114440918,3.930000066757202,-3.7200000286102295
Other,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,1.1200000047683716,0.949999988079071,-3.7200000286102295
Other,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.03999999910593033,0.029999999329447746,-3.7200000286102295
Other,Asia Pacific,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,0,0,-3.7200000286102295
Thailand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.5,0.5,-3.7100000381469727
Malaysia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.10000000149011612,0.10000000149011612,-3.7100000381469727
OASEAN9,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.05999999865889549,0.05999999865889549,-3.7100000381469727
Brunei,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.07000000029802322,0.07000000029802322,-3.7100000381469727
India,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,4.46999979019165,3.799999952316284,-3.630000114440918
India,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,1.059999942779541,0.8999999761581421,-3.630000114440918
Indonesia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.019999999552965164,0.019999999552965164,-3.609999895095825
Indonesia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,9.760000228881836,9.760000228881836,-3.609999895095825
Vietnam,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,2.559999942779541,2.559999942779541,-3.5999999046325684
Brunei,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.20000000298023224,0.17000000178813934,-3.5399999618530273
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,3.809999942779541,3.240000009536743,-3.5399999618530273
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.019999999552965164,0.019999999552965164,-3.5399999618530273
Thailand,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,3.9100000858306885,3.319999933242798,-3.5399999618530273
Malaysia,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,1.5299999713897705,1.2999999523162842,-3.5399999618530273
Vietnam,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.7099999785423279,0.6100000143051147,-3.5399999618530273
Vietnam,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,1.8899999856948853,1.600000023841858,-3.5399999618530273
Brunei,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,1.4700000286102295,1.25,-3.5399999618530273
Malaysia,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,8.670000076293945,7.369999885559082,-3.5399999618530273
Philippines,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.07999999821186066,0.07000000029802322,-3.5399999618530273
Philippines,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.7300000190734863,0.6200000047683716,-3.5399999618530273
Thailand,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.5699999928474426,0.47999998927116394,-3.5399999618530273
Malaysia,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,11.75,11.75,-3.5299999713897705
China,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,3.0899999141693115,3.0899999141693115,-3.5299999713897705
Vietnam,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,4.849999904632568,4.849999904632568,-3.509999990463257
Bangladesh,Asia Pacific,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,0.30000001192092896,0.2800000011920929,-3.490000009536743
Malaysia,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,10.420000076293945,10.420000076293945,-3.450000047683716
India,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,75.52999877929688,64.19999694824219,-3.440000057220459
China,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,12.430000305175781,12.430000305175781,-3.440000057220459
India,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.9900000095367432,0.8399999737739563,-3.440000057220459
Bangladesh,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.14000000059604645,0.14000000059604645,-3.430000066757202
Pakistan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,1.7599999904632568,1.7599999904632568,-3.430000066757202
India,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.7900000214576721,0.6700000166893005,-3.4000000953674316
India,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,1.149999976158142,0.9800000190734863,-3.4000000953674316
India,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.8399999737739563,0.7099999785423279,-3.4000000953674316
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-3.390000104904175
Australia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-3.390000104904175
Malaysia,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.10000000149011612,0.07999999821186066,-3.369999885559082
Thailand,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,43.81999969482422,37.25,-3.369999885559082
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.3400000035762787,0.28999999165534973,-3.369999885559082
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,23.3700008392334,19.860000610351562,-3.369999885559082
Brunei,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0,0,-3.369999885559082
Vietnam,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.10000000149011612,0.07999999821186066,-3.369999885559082
Vietnam,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,11.149999618530273,9.479999542236328,-3.369999885559082
Brunei,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,2.390000104904175,2.0299999713897705,-3.369999885559082
Philippines,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.07999999821186066,0.07000000029802322,-3.369999885559082
Philippines,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,4.869999885559082,4.139999866485596,-3.369999885559082
Malaysia,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,33.34000015258789,28.34000015258789,-3.369999885559082
Thailand,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.23999999463558197,0.20999999344348907,-3.369999885559082
China,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,1.8200000524520874,1.5499999523162842,-3.359999895095825
New Zealand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.15000000596046448,0.15000000596046448,-3.359999895095825
China,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,2.2799999713897705,1.940000057220459,-3.359999895095825
Pakistan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,9.520000457763672,9.039999961853027,-3.3499999046325684
Philippines,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,0.9900000095367432,0.9900000095367432,-3.3299999237060547
Japan,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.6100000143051147,0.5199999809265137,-3.319999933242798
Japan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.029999999329447746,0.019999999552965164,-3.319999933242798
Thailand,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,5.300000190734863,5.300000190734863,-3.309999942779541
Thailand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.27000001072883606,0.23000000417232513,-3.299999952316284
Malaysia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.019999999552965164,0.019999999552965164,-3.299999952316284
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.07000000029802322,0.05999999865889549,-3.299999952316284
OASEAN9,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,-3.299999952316284
Brunei,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.019999999552965164,0.019999999552965164,-3.299999952316284
Brunei,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,-3.299999952316284
Thailand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.10999999940395355,0.09000000357627869,-3.299999952316284
Australia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.550000011920929,0.550000011920929,-3.2699999809265137
Australia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace pumps,5.210000038146973,5.210000038146973,-3.2699999809265137
Indonesia,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.029999999329447746,0.029999999329447746,-3.259999990463257
OASEAN9,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,5.170000076293945,5.170000076293945,-3.259999990463257
Indonesia,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-3.259999990463257
Philippines,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,0.5600000023841858,0.5600000023841858,-3.240000009536743
China,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,2.7300000190734863,2.319999933242798,-3.2300000190734863
China,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Other,121.11000061035156,121.11000061035156,-3.2300000190734863
China,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,330.45001220703125,280.8900146484375,-3.2300000190734863
Thailand,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,3.869999885559082,3.869999885559082,-3.2200000286102295
Indonesia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,19.190000534057617,16.309999465942383,-3.200000047683716
Indonesia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,6.610000133514404,5.619999885559082,-3.200000047683716
Indonesia,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.029999999329447746,0.029999999329447746,-3.200000047683716
OASEAN9,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,0.14000000059604645,0.14000000059604645,-3.1600000858306885
India,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,6.059999942779541,6.059999942779541,-3.1600000858306885
Brunei,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,2,2,-3.1500000953674316
China,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,19.450000762939453,16.540000915527344,-3.119999885559082
China,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,7.039999961853027,5.989999771118164,-3.119999885559082
China,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,19.510000228881836,16.579999923706055,-3.119999885559082
Other,Asia Pacific,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,0,0,-3.0799999237060547
Other,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.029999999329447746,0.019999999552965164,-3.0799999237060547
Other,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.8399999737739563,0.7099999785423279,-3.0799999237060547
Japan,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,0.1899999976158142,0.1899999976158142,-3.0799999237060547
Japan,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,1.3799999952316284,1.3799999952316284,-3.0799999237060547
Other,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,3.4700000286102295,2.950000047683716,-3.0799999237060547
India,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,7.239999771118164,7.239999771118164,-3.059999942779541
New Zealand,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.12999999523162842,0.12999999523162842,-3.059999942779541
New Zealand,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.029999999329447746,0.029999999329447746,-3.059999942779541
New Zealand,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.18000000715255737,0.18000000715255737,-3.059999942779541
Brunei,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,1.3899999856948853,1.3899999856948853,-3.049999952316284
China,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,35.36000061035156,35.36000061035156,-3.0399999618530273
India,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,4.199999809265137,4.199999809265137,-3.0299999713897705
Other,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,1.0299999713897705,0.8700000047683716,-2.9600000381469727
Other,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,1.4500000476837158,1.2300000190734863,-2.9600000381469727
Other,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,1.4700000286102295,1.4700000286102295,-2.890000104904175
India,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,5.050000190734863,5.050000190734863,-2.819999933242798
India,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,3.4800000190734863,3.4800000190734863,-2.819999933242798
India,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,12.180000305175781,12.180000305175781,-2.819999933242798
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.3199999928474426,0.3199999928474426,-2.809999942779541
Brunei,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.10000000149011612,0.10000000149011612,-2.809999942779541
Thailand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,1.5299999713897705,1.5299999713897705,-2.809999942779541
Thailand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,1.159999966621399,1.159999966621399,-2.809999942779541
Brunei,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,0.20000000298023224,0.20000000298023224,-2.809999942779541
Malaysia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,0.3199999928474426,0.3199999928474426,-2.809999942779541
OASEAN9,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,0.1899999976158142,0.1899999976158142,-2.809999942779541
China,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,87.26000213623047,87.26000213623047,-2.7899999618530273
Other,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,5.25,5.25,-2.7899999618530273
China,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,87.3499984741211,87.3499984741211,-2.7899999618530273
China,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,102.45999908447266,102.45999908447266,-2.7899999618530273
New Zealand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.3700000047683716,0.3700000047683716,-2.7699999809265137
Indonesia,Asia Pacific,Oil,Offshore oil,Upstream,Incomplete-flare,Vapour recovery units,8.079999923706055,7.679999828338623,-2.75
Indonesia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,43.79999923706055,41.61000061035156,-2.75
Australia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,1.399999976158142,1.399999976158142,-2.75
Australia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,13.239999771118164,13.239999771118164,-2.75
Australia,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,6.099999904632568,6.099999904632568,-2.700000047683716
Australia,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,2.059999942779541,2.059999942779541,-2.700000047683716
